"distribution: [0,0,0,1,1,1,2,2,3,3,2,2]"
"words: 50"
"errors: 2144"
"haskell demerits lower: 2144"
"seeds: "
"Haskell lower 6009205448225366152, 1021635173161217263"
"Equal -4962804492455408929, 811744037349401174"
"Equal 2594623060421313146, 4886991379775145264"
"Haskell lower -1980373538113120823, 8241248012864751264"
"Haskell lower -4617468074821823313, 8659489344400324350"
"Equal -3806373698996026723, -1219038705671188136"
"Equal 6033774735181860567, -2251716565946390917"
"Equal -4156021659601708979, -6971256484436300146"
"Equal 666029359658772361, 3184895409282029123"
"Equal 6573856518859599099, 242110704142816667"
"Equal 15509227893114545, -6410474742914468074"
"Equal 4785220312240840187, 4163606948073227977"
"Equal -7508235559760936566, -2266374088499131350"
"Haskell lower 3487190747911865372, -3067721695807456313"
"Equal 1272884969696477335, -8422061436628642089"
"Equal -3782385390662513704, -6063890292463994795"
"Equal 7163325473264849582, 8893388158026538660"
"Equal -3848860667632642007, -7216492159659627918"
"Equal -7071951929062006493, -7702347528068219787"
"Equal -6660495593539658839, -1128017950945514429"
"Equal -7082556145324022792, -687632635545204467"
"Equal 2467410638466856826, -5684371430096798806"
"Equal -8959481830780672695, -3262501414053287556"
"Equal 6353937336291805451, -7081931766078255376"
"Equal -5182078630509097770, -7662731347081349622"
"Haskell lower 8187437433649865483, 2252072983859189555"
"Haskell lower -950338551241200748, 3898268539110653702"
"Equal -600055109047667829, 7953797876257130542"
"Equal -2542319069398436120, -7166669636053986471"
"Equal 8818778387911935984, -7863318120734109573"
"Equal -4821403646394867127, -2694317923792421748"
"Equal -3742708368502920630, 8176827553570001793"
"Equal -4771650482903459379, 9067168754980594886"
"Equal 7864394398688858857, -4602206442424722621"
"Equal 2214344340849597075, 156230775436119582"
"Equal -5296477690035038706, 3900219199889467840"
"Equal -357180585992355977, -2279397221428239391"
"Equal -3218671971307499401, 3790254209589475529"
"Equal -81799004273775085, -3096474653761054228"
"Equal 3223275055478506832, -8677219144030101821"
"Equal -3532767330292278605, 3791558836936289121"
"Equal -1552609532233391148, -6819758395761864480"
"Equal 866354683479230598, -6564647046935004787"
"Equal -6230370168570619060, -4188565469111813119"
"Haskell lower 8219689469724672290, 4298669010037906253"
"Equal -6849070306608719806, -4015697177718993162"
"Equal -8980273851904753973, -7925111593249009323"
"Equal -3612621023534036702, 1731750906314360397"
"Haskell lower 1433237997282172789, 3626939347816904053"
"Haskell lower -3559852233123177108, -3010438366388604598"
"Equal -9052604510602529046, 934614060914364690"
"Equal -701473565147609744, -9149912897845179120"
"Equal -498859226484842784, 7964808036263624993"
"Equal 6112195038399185286, 7403286487176667079"
"Equal -1739225932025988982, 5093938118174820034"
"Equal 1928952116731322870, 9129277327701573103"
"Equal 436616737502249145, -8005256159385967280"
"Equal -8303039447941277714, 4860716580278966577"
"Equal 2258350749213395079, -367498620383681728"
"Equal -8591987524794850622, -1070503641051991695"
"Equal 459398779702716747, 6408134214791422188"
"Equal -2519615630168717746, 3358626705558789540"
"Equal 3789556386924686455, 6959702984959317248"
"Equal 6945667870734531732, 8873362648504199969"
"Equal 93878336390673365, 6457346495843700752"
"Equal -1741678258909961928, -1142275650399180317"
"Haskell lower -1946643842348034160, 3194123931922872749"
"Equal 8233533875422887896, 5021655952167113515"
"Equal -8464208026065874197, -7203931903090696029"
"Haskell lower -3016013247686775163, -350531253328699834"
"Equal 1709777331830576331, -6638066946259447147"
"Equal 7161016943130157431, 1159376247084328076"
"Equal -5820919771490689650, 6176001835966618941"
"Equal 1644340647566791089, 747573106405593653"
"Equal -1268289083040752067, -5200130087482166655"
"Equal 9223204357068617656, 3881947105141296818"
"Equal -5320945847308368632, -7054577875951145920"
"Equal 8791152471093045353, 4625312420545822018"
"Equal -6704321846309815277, -8484846482440550159"
"Equal 485636802732534248, 3351519572752394805"
"Equal -6982464916232062550, -4699860991332868942"
"Equal 6501623033534193840, -7311710002445332307"
"Equal -385328309512743813, 5410307982103063047"
"Equal 7935531345804213434, 4259521244792421660"
"Haskell lower -9095957310825662887, 1241246078937879215"
"Haskell lower -787799787579184677, 6221964854953505147"
"Equal -7657974457054243222, 6481955247999615148"
"Haskell lower 6427963960744208067, -3282878318379288472"
"Haskell lower 8929178959861218478, 8989622518905263553"
"Equal 3125350571466492421, -8925183069759551303"
"Equal -8579214946687972416, 8725725414610431203"
"Haskell lower 31717949433620172, 942895792931797851"
"Haskell lower -6851498731921436357, -115442678342234301"
"Equal 2850164693825065051, -639903164077304512"
"Equal -1827610259817958468, 654023648255818558"
"Equal -4967190254823046451, -2128123154019476362"
"Haskell lower 4210839075047261456, -1541807015384425602"
"Equal -7287970939294189054, 4697024910288912322"
"Equal 19372394739551623, 8610845894471965438"
"Haskell lower 9103198711646090588, 4125447323211042002"
"Equal -1674483544691899849, 2822909820991633393"
"Haskell lower -8117458066639962090, -920338826219924768"
"Equal 2781616133115175149, 2154071191381274416"
"Equal -3694037198482539415, -370212763087319378"
"Haskell lower 4748642093205392985, -4744822897358396607"
"Equal 8863854817907390053, 6528833368357308338"
"Haskell lower 3618599067198375131, -3990297179742553281"
"Equal 597243438263048593, 8404576700266833489"
"Equal 8942903074372312212, 4565871181173162384"
"Equal 2271274774436593112, -2695501350433383366"
"Equal 5049384907396904697, 7115266315816589899"
"Equal -8652646623995413426, 3853377676704986915"
"Equal 1658398619089326335, 5458618539983220973"
"Equal 6310031157706797353, -121148996182466963"
"Equal 6099363891562529640, -1094784654587062313"
"Haskell lower 5949486834891005569, 6461459066225561550"
"Equal 9137585908171289550, 1630500046189257244"
"Equal -4278852175639855374, 7092461580695281738"
"Equal -735881143835332919, -2814811261711545268"
"Equal -4238645413847029013, -4865602440200481914"
"Haskell lower 6982880806069332501, -377403661776501668"
"Equal -7331502691333472455, 3281962535390017817"
"Equal -660488740827277625, 5271613126332309904"
"Equal -3030632266956338450, -1741565155185323402"
"Equal 4709494445328748299, -5177019180171371650"
"Equal 5722063534448453891, 5115294651519245820"
"Equal -2815157639079297914, 8282246153974950983"
"Equal -4102325081105853696, -5734348781290742816"
"Equal 3707786037909124434, -3386425572204698830"
"Equal -526818529928998323, -8002636453185004171"
"Equal -8182898945394428561, -2285942696344930387"
"Equal 6685705096877924027, 84784367508474684"
"Equal -5137180216238355025, 1171647471203339219"
"Equal -7286964766512661963, -4699835561489623704"
"Equal 4004480847750482798, -4795826723102721598"
"Equal -6958238792056958278, 2510369608010298238"
"Equal -6184279168310329452, 1420543598903363170"
"Equal 4587185027274063246, 3720597783579240491"
"Equal 5842927025160436074, 3307098018661511166"
"Equal 3298218604632373392, -4404291051073145609"
"Equal -4772163963486840805, -4559928725547673943"
"Equal 2694636883131706466, -5956713764182967833"
"Equal -6598763110849557943, 8870735385969650388"
"Haskell lower 7260728776684650298, -4723910706249013225"
"Equal 8129081721019686525, -8820599847071819"
"Equal -2721083852737049632, -7638827740941757988"
"Equal -8913676375672529443, -818791460983122710"
"Equal -4912669975150509706, -478929764891111997"
"Equal -1681690787069842729, 1003377037582989522"
"Equal 2151816720356384222, 2117572244652807383"
"Equal 452093349786753719, 4934982335595766200"
"Equal 4513774726627755864, 7984179323222112944"
"Equal 3161135687955848452, 7663161192137619418"
"Equal -9010979715147564594, -2488761755184539552"
"Haskell lower -7652542847536298733, 5681748415543744699"
"Haskell lower 8104677638829294938, -2211877369232342453"
"Equal -3046660872691177806, 1039495078993213172"
"Haskell lower 8429350952524692044, 7870713549257652946"
"Equal 7489994685975949417, -7514432522565377222"
"Equal 5435383382342554366, -2279810876003798935"
"Haskell lower -3449985143937887012, 5162054507503110577"
"Equal -2895427989494356078, -7351726205719490762"
"Haskell lower -5316969970325203833, 7926807109237391654"
"Equal 1028143525904303294, 8580111300638227658"
"Equal 3775738270111147422, 86943481373433132"
"Equal -6985293679281810484, -2451466926172311111"
"Equal -7393565435659350742, 1235494732447807940"
"Equal 880087604805910041, 5146649233254350942"
"Equal 398994481710489943, -26021567423834520"
"Haskell lower 8276374926798303663, -558073952734551105"
"Equal 1183749461486121813, -3087512718615971697"
"Equal 7962245007972453043, 748635410847940500"
"Equal -8398130501344531388, -4382563266166992600"
"Equal -1453630836120306511, -2855238873030151250"
"Equal 976154735944520339, -6668185859064603766"
"Equal 7842863456656490901, 6245318937646887635"
"Equal 7575888302472096130, -6660633640965270903"
"Equal 2824861701739816544, -3450204015178564608"
"Haskell lower -1677301410225812249, 8065257335807056806"
"Equal -3201579422539125344, 2773014443405552670"
"Equal 3710906561490796302, -6712929154743160965"
"Equal -8939773400293682969, 7496592285028360238"
"Equal -5169791834145306668, -3212926924515173566"
"Equal -6320077186122984234, 166095445516504768"
"Haskell lower -1401922478283856735, -987779555326512057"
"Equal 4058655262076282354, 5174437813134387441"
"Haskell lower -7338831307305712455, 3282034920288631069"
"Haskell lower -3883693754653661672, 6675610060179697540"
"Haskell lower -7175913376725922335, 4636080467724068241"
"Equal -2472934373013942024, -8387316113995198963"
"Equal 1768458829038473773, 7078720806734842010"
"Haskell lower 7439851114804793147, -106194028094929751"
"Equal 622630930306987461, -2132253260124929306"
"Equal 4340769127522487076, 7947213471716375102"
"Equal -3726440235619355845, 1530481981876671876"
"Equal -4176977941493828808, -4493509994866750357"
"Equal 6540963195486370916, -2327506143939494557"
"Haskell lower 7290977975430892051, -5033189026653959308"
"Equal 3523606695532244491, 3985283512603654690"
"Equal 843179044740065296, 1133358714635032386"
"Equal -8574585723445978102, 4504502046720395706"
"Equal -4633098246670164871, -3878089681948083772"
"Equal -1539657418747603257, 7668884856403143944"
"Equal -7016134715577265194, 4592913042609462634"
"Equal 2392542428088099274, 6676578758397420918"
"Haskell lower -749204777925768994, 7839197122777818916"
"Equal -4038692664278260703, -8573101078072662878"
"Equal 3005635376815008522, -687561097799255918"
"Haskell lower -6094212433653468505, 6678975654478806102"
"Equal -6658035025106745940, -4765832594256256093"
"Equal -8345333795691709165, -5161588850751344222"
"Equal -6182136446429994322, -4907089539537106710"
"Equal 4647864343978474052, 6022850533095197649"
"Haskell lower -8189419035262124358, 7582158742684935791"
"Equal -3659824359686847505, 5038765498128664801"
"Equal 3480074129905172657, 3662890814275150431"
"Equal 5424318466152082664, 7201341644223140510"
"Haskell lower -4917277101803479876, -5562496387022764089"
"Equal -6498030080375454367, 1917440594885263979"
"Haskell lower 2091842945288392424, 8153006902074896230"
"Equal -5405177082607309811, -436691965984517718"
"Equal 6455763113165884533, 4766512264470377444"
"Equal 2750982889748068464, 1239986444489280982"
"Equal -3707566646211254336, -5400193163887511438"
"Equal -2432187791794031491, 4473255052980699229"
"Equal 4178666184212253048, 6175686594218115629"
"Equal 112753436240703235, -5297901390387892793"
"Equal -1417257759220675003, -3808779162941997503"
"Equal -2282325657599452497, -5499976859869363563"
"Equal -2114447453879057014, 172830900347008450"
"Equal -446561414362942558, 1717948606937020356"
"Equal 7322601909269755675, 466512699740486995"
"Haskell lower -8841846773172902740, -6388259866445114628"
"Haskell lower -778189991630209675, -5765664664371471204"
"Equal -5907912638200392019, 3005567295202104963"
"Equal 849603552718820758, 7554742643574304256"
"Haskell lower 2949211526071420624, -6857509074594032104"
"Equal 4236505061824938862, -1935976488569764423"
"Equal 794248518791283794, -117145478179867756"
"Equal 2073855090985063756, -8144013091659027162"
"Haskell lower 2320383652026644506, 6907482165519916677"
"Equal -6823957716124872987, -8157970939840308602"
"Haskell lower 3718808084154195796, 1831269166972289626"
"Equal -6902452724391230909, -4145985532484502373"
"Haskell lower -7758685695468517037, -3106742001891081877"
"Haskell lower -2179693317146793997, -4855465120931788564"
"Equal 2335471242192663054, -850021505946928656"
"Equal -6212100248755346532, 924241171091486316"
"Equal -5655281144900031098, -2191981164416647775"
"Equal -1444859949021520819, 6857419131749783921"
"Haskell lower -5525046620305258145, -8752348565100022436"
"Equal 8470481577854428834, 4426585846048175975"
"Equal 7904558388921052484, -9167572198657970669"
"Equal -1067500236024306039, 4197445230967134692"
"Equal -6615737234287866424, 1578422212290401646"
"Equal 1615739221401333067, 1117089465868784463"
"Equal 938231242911386639, -2956306059294110312"
"Equal 7407813650460185848, -7237708855167321456"
"Equal 2116386420881201689, 2213251418151294809"
"Equal 5629668750569923975, 4251779256274672427"
"Haskell lower 1791960871590212412, -1414826967288866868"
"Equal -7326074494356068835, 8154309973684826436"
"Equal 5618227092358384923, -1205153916315190518"
"Haskell lower -4517026543343756517, 989203837551300642"
"Haskell lower -6803458726134355189, -7105725973129627882"
"Haskell lower -706935804160399071, 3138538055495376022"
"Haskell lower -4539471463033312144, -7081585008977537523"
"Equal 9221499536331977487, -4583033696296013273"
"Equal 6395602111961014890, 3965966154648453994"
"Equal -9030877901530605172, 8760812443331461612"
"Equal -6345131726934856191, -3709100481712425088"
"Equal 2948696488162228934, 8419622359285564490"
"Haskell lower -5015360365593778148, 25491132553010512"
"Haskell lower -8905397948621413215, 2020689608139132055"
"Equal 8844703357390056660, 6312734280406904685"
"Equal 8191324014586923278, 4491216108712929286"
"Equal 2867130741476889902, 6314812707422042251"
"Equal -3647013764629238259, 5580998572385531315"
"Equal -3603176792058788842, -476608763967166158"
"Equal 5316631252304474486, 3991547501647412908"
"Equal 5507299183113458315, -7379643377596499810"
"Equal 5972141155043376841, -7551308881637022030"
"Haskell lower -5528075178960507912, -6948505039644455589"
"Equal 7558469138474484528, -5678394536033645428"
"Equal 2781129464044550290, 4595244554800674706"
"Haskell lower -7648772422633266856, 7323146176838146025"
